,artist,title,stream_count
10122,opeth,watershed,20032515
10124,local h,12 angry months,584432
10125,hammock,maybe they will sing for us tomorrow,25049892
10126,spiritualized,songs in a&e,3714868
10127,lykke li,youth  novels,107208594
10128,the black angels,directions to see a ghost,6725196
10129,helvetia,the acrobats,2766651
10130,the pinker tones,wild animals,654446
10131,leviathan,massive conspiracy against all life,190686
10132,weezer,weezer (red album),50255426
10133,ladytron,velocifero,7611402
10134,wildbirds & peacedrums,heartcore,642003
10135,nik freitas,sun down,115580
10136,bun b,ii trill,11570374
10137,steinski,what does it all mean? 1983-2006 retrospective,583179
10139,vijay iyer,tragicomic,16289
10142,the futureheads,this is not the world,4493846
10143,al green,lay it down,15933721
10144,etran finatawa,desert crossroads,153913
10145,the cinematic orchestra,live at the royal albert hall,4023307
10147,dominique leone,dominique leone,38824
10149,indian jewelry,"""free gold!""",138779
10151,estelle,shine,228423064
10154,the sword,gods of the earth,7205820
10155,various artists,imaginational anthem vol. 3,55759
10156,free kitten,inherit,129282
10157,health,disco,657785
10158,crystal stilts,crystal stilts,2283498
10159,the drift,memory drawings,150964
10160,neva dinova,you may already be dreaming,759258
10161,ellen allien,sool,610008
10165,witch,paralyzed,900504
10166,the national,the virginia ep,24431995
10168,various artists,soul messages from dimona,119798
10169,devastations,"yes, u",104426
10170,flying,faces of the night,3236
10171,mudhoney,superfuzz bigmuff deluxe edition,7266846
10172,islands,arm's way,1528269
10173,thank you,terrible two,0
10174,silje nes,ames room,520694
10175,jaymay,autumn fallin',8612797
10176,scarlett johansson,anywhere i lay my head,4442170
10179,cheveu,cheveu,296877
10180,imaad wasif,strange hexes,76981
10181,mates of state,re-arrange us,2454656
10182,nat baldwin,most valuable player,9697
10188,pattern is movement,all together,87430
10189,cloudland canyon,lie in light,89002
10191,quiet village,silent movie,1278351
10193,alexander turnquist,faint at the loudest hour,7206
10194,the old haunts,poisonous times,94913
10196,nine inch nails,the slip,18758845
10197,four tet,ringer,870940
10198,thee oh sees,the master's bedroom is worth spending a night in,3388069
10200,emmanuel jal,warchild,241466
10201,death cab for cutie,narrow stairs,80728653
10202,elvis costello,momofuku,656247
10205,the explorers club,freedom wind,901237
10206,otis redding,otis blue: otis redding sings soul [collector's edition],236058823
10208,eleanoora rosenholm,vainajan muotokuva,470592
10211,matmos,supreme balloon,270442
10212,the brian jonestown massacre,my bloody underground,686575
10215,sonic sum,films,27661
10217,robert forster,the evangelist,112543
10219,tickley feather,tickley feather,54582
10220,orion rigel dommisse,what i want from you is sweet,185096
10222,the tallest man on earth,shallow grave,89700587
10226,no age,nouns,3182423
10227,blitzen trapper,ep,2312710
10228,13ghosts,the strangest colored lights,3754
10229,head of femur,great plains,0
10230,dead child,attack,11857
10232,fairport convention,what we did on our holidays,3702152
10233,atmosphere,"when life gives you lemons, you paint that shit gold",76727982
10236,les savy fav,after the balls drop,233455
10237,tindersticks,the hungry saw,1909598
10238,new bloods,the secret life,75539
10239,southeast engine,a wheel within a wheel,28890
10240,chicha libre,sonido amazonico!,7673787
10241,jamie lidell,jim,24107223
10243,jucifer,l'autrichienne,277307
10244,cub,box of hair,183238
10245,singer,unhistories,0
10246,the roots,rising down,4583210
10247,constantines,kensington heights,346775
10249,antietam,opus mixtum,0
10251,south,you are here,82996
10252,portishead,third,47493162
10253,madonna,hard candy,59021521
10254,evangelista,"hello, voyager",23756
10255,russian circles,station,5334916
10256,titus andronicus,the airing of grievances,2389203
10258,wye oak,if children,3739340
10259,experimental dental school,jane doe loves me,2992
10260,ladyhawk,shots,187712
10263,billy bragg,mr. love & justice,637823
10265,toumast,ishumar,203870
10266,gossip,live in liverpool,1219762
10268,tokyo police club,elephant shell,15730947
10269,diskjokke,staying in,1576132
10270,pete rock,ny's finest,12518630
10271,the last shadow puppets,the age of the understatement,100914370
10272,flight of the conchords,flight of the conchords,69364036
10274,pants yell!,alison statton,61539
10275,various artists,in the name of love: africa celebrates u2,739952
10276,the teenagers,reality check,7778103
10277,the replacements,"sorry ma, forgot to take out the trash",4166282
10278,various artists,don't stop: recording tap,430355
10280,fancey,schmancey,351140
10281,nadja,skin turns to glass,27129
10283,the plastic constellations,we appreciate you,55710
10284,emc,the show,1898224
10286,the kooks,konk,152956099
10287,black francis,svn fngrs,183181
10288,orchestral manoeuvres in the dark,dazzle ships,2914906
10289,autistic daughters,uneasy flowers,8696
10290,naked on the vague,the blood pressure sessions,1374
10292,guillemots,red,1339554
10293,elbow,the seldom seen kid,96040073
10294,de novo dahl,"move every muscle, make every sound",39291
10295,colour revolt,"plunder, beg, and curse",1180199
10296,m83,saturdays=youth,75872043
10297,sally shapiro,remix romance vol. 1,838538
10302,cut copy,in ghost colours,65096863
10303,frightened rabbit,midnight organ fight,40220183
10304,the selmanaires,the air salesmen,0
10305,groove armada,soundboy rock,7135811
10306,sun kil moon,april,8975626
10307,the long blondes,"""couples""",368265
10308,the helio sequence,keep your eyes ahead,9782244
10309,someone still loves you boris yeltsin,pershing,1852134
10310,cloud cult,feel good ghosts (tea-partying through tornadoes),3263347
10311,various artists,the sound of philadelphia: gamble & huff's greatest hits,239064658
10312,tapes 'n tapes,walk it off,851993
10313,foals,antidotes,61458072
10314,strategy,music for lamping,1656
10315,the duke spirit,neptune,1729601
10317,sun city girls,piasa...devourer of men,1133
10318,the breeders,mountain battles,4381451
10319,kathleen edwards,asking for flowers,2792704
10320,arp,in light,77478
10321,colin meloy,sings live!,2708380
10322,man man,rabbit habits,4866215
10325,the felice brothers,the felice brothers,13961292
10326,nick cave & the bad seeds,dig!!! lazarus dig!!!,12745865
10327,clinic,do it!,845948
10328,various artists,"nigeria special: modern highlife, afro-sounds & nigerian blues",4536406
10330,the secret,disintoxication,28042
10331,the microphones,the glow pt. 2,23825506
10332,willie nelson,one hell of a ride,399306031
10334,in flames,a sense of purpose,88583509
10335,john maus,love is real,7490925
10336,moby,last night,10128392
10337,the apples in stereo,electronic projects for musicians,289879
10338,the 1900s,cold & kind,69850
10340,webbie,savage life 2,33310123
10341,nine inch nails,ghosts i-iv,26258611
10342,sian alice group,59.59,60341
10345,bell x1,flock,3644648
10346,the raconteurs,consolers of the lonely,90853685
10347,the black keys,attack & release,102796650
10348,lyrics born,everywhere at once,1889213
10350,solvent,demonstration tape (1997-2007),528843
10351,r.e.m.,accelerate,9166979
10352,simon & garfunkel,live 1969,43388357
10354,big dipper,supercluster: the big dipper anthology,368424
10355,sera cahoone,only as the day is long,699939
10358,excepter,debt dept,16498
10359,lazarus,hawk medicine,1088
10360,rick ross,trilla,47711046
10361,the b-52's,funplex,1902416
10362,carl craig,sessions,2233480
10363,yellow swans,at all ends,17295
10366,gnarls barkley,the odd couple,45620092
10368,bauhaus,go away white,1202106
10369,grand ole party,humanimals,549830
10370,tift merritt,another country,1036313
10371,destroyer,trouble in dreams,1544850
10374,howlin rain,magnificent fiend,177972
10375,white hinterland,phylactery factory,217215
10376,mission of burma,"signals, calls, and marches",7922807
10377,retribution gospel choir,retribution gospel choir,181214
10378,adam green,sixes & sevens,2469212
10379,danava,unonou,174179
10380,mike doughty,golden delicious,1543819
10381,elf power,in a cave,467548
10382,the dodos,visiter,15275535
10385,dengue fever,venus on earth,2553509
10386,the kills,midnight boom,37381787
10387,we are scientists,brain thrust mastery,14859723
10388,fight amp,hungry for nothing,56511
10389,ocrilim,annwn,3442
10390,electric six,i shall exterminate everything around me that restricts me from being the master,5165818
10391,be your own pet,get awkward,682058
10392,devotchka,a mad & faithful telling,3884905
10393,marah,angels of destruction!,126143
10395,shelby lynne,just a little lovin',4398299
10396,chatham county line,iv,1988250
10398,these new puritans,beat pyramid,1763652
10399,black spade,to serve with love,145369
10400,various artists,pop ambient 2008,654168
10402,crystal castles,crystal castles,142532365
10403,ghost,overture: live in nippon yusen soko 2006,0
10404,ministry,the last sucker,1374851
10405,the big sleep,sleep forever,190497
10406,neon neon,stainless style,1961376
10407,snoop dogg,ego trippin',18970694
10408,the lk,the lk vs. the snow,123215
10409,richard youngs,autumn response,17493
10410,the exit strategy,city of microphones,0
10412,plants and animals,parc avenue,2398970
10413,a weather,cove,187881
10414,grand archives,grand archives,1593445
10415,the slits,return of the giant slits,437480
10417,whiskeytown,strangers almanac: deluxe edition,19019656
10420,no kids,come into my house,265057
10421,why?,alopecia,18591676
10425,eric matthews,the imagination stage,58355
10426,she & him,volume one,36340236
10427,kelis,the hits,277005565
10428,panther,14 kt god,39982
10430,ida,lovers prayers,111657
10431,the ruby suns,sea lion,1773051
10432,sambassadeur,migration,883776
10433,rocket from the crypt,r.i.p.,286689
10434,throw me the statue,moonbeams,2103199
10435,genghis tron,board up the house,1240576
10436,clark,turning dragon,616550
10437,headlights,"some racing, some stopping",407302
10438,promise and the monster,transparent knives,941589
10439,what made milwaukee famous,what doesn't kill us,433210
10441,autechre,quaristice,2568613
10443,warbringer,war without end,1122657
10444,major stars,mirror/messenger,0
10446,the gutter twins,saturnalia,2018775
10447,cadence weapon,afterparty babies,213489
10448,joe lally,nothing is underrated,60852
10449,blood meridian,liquidate paris!,12154
10452,kelley polar,i need you to hold on while the sky is falling,44413
10454,son lux,at war with walls & mazes,2657670
10455,dub trio,another sound is dying,562186
10457,earth,the bees made honey in the lion's skull,3338772
10458,the jet age,"what did you do during the war, daddy?",0
10459,the dirtbombs,we have you surrounded,556178
10460,kiln,dusker,1804639
10461,various artists,"the complete motown singles, vol. 9: 1969",488277798
10462,valet,naked acid,74297
10464,guilty simpson,ode to the ghetto,743109
10466,el perro del mar,from the valley to the stars,3571294
10467,born ruffians,red yellow blue,17480917
10468,kutiman,kutiman,5251506
10469,the pine hill haints,ghost dance,299885
10470,sia,some people have real problems,85045367
10471,beach house,devotion,30839016
10474,the acorn,glory hope mountain,6778170
10476,goldfrapp,seventh tree,14383157
10478,steve reid ensemble,daxaar,75528
10479,matt costa,unfamiliar faces,11608027
10480,mike bones,the sky behind the sea,5288
10481,el guincho,alegranza!,1733705
10484,the depreciation guild,in her gentle jaws,495048
10486,los campesinos!,"hold on now, youngster...",13344512
10487,the dillinger escape plan,ire works,11322384
10489,statehood,lies and rhetoric,0
10490,baby dee,safe inside the day,77774
10491,american music club,the golden age,258973
10492,the raveonettes,lust lust lust,6496578
10493,the whigs,mission control,1600269
10494,steve aoki,pillowface and his airplane chronicles,73393
10496,atlas sound,let the blind lead those who can see but cannot feel,2603166
10499,60 watt kid,60 watt kid,0
10500,hayden,in field & town,595929
10501,the mountain goats,heretic pride,7561412
10502,nick lowe,jesus of cool,5209985
10503,sons and daughters,this gift,1280484
10504,bob mould,district line,351635
10505,kelley stoltz,circular sounds,230309
10507,disfear,live the storm,1817386
10508,balmorhea,rivers arms,10685930
10509,saviours,into abaddon,185134
10510,rings,black habit,4011
10512,high places,03/07  09/07,367804
10513,fairmont,coloured in memory,367858
10514,various artists,wayfaring strangers: guitar soli,305703
10515,biirdie,catherine avenue,1123
10517,lightspeed champion,falling off the lavender bridge,3082323
10519,monade,monstre cosmic,151893
10520,colleen,les ondes silencieuses,639684
10521,british sea power,do you like rock music?,3210202
10522,the mae shi,hlllyh,672829
10524,the busy signals,the busy signals,27442
10525,flowers forever,flowers forever,101829
10526,bee gees,greatest,885233584
10528,mahjongg,kontpab,24528
10530,human bell,human bell,475504
10531,jason collett,here's to being here,240800
10532,xasthur,defective epitaph,92254
10534,ross johnson,make it stop! the most of ross johnson,10678
10535,the weakerthans,reunion tour,5599101
10536,they might be giants,here come the 123s,28043085
10537,dead meadow,old growth,4565811
10538,rafter,sex death cassette,34138
10540,yakuza,transmutations,0
10542,the mars volta,the bedlam in goliath,12166736
10543,burnt friedman,first night forever,98710
10544,barton carroll,the lost one,672439
10545,the cake sale,the cake sale,480997
10546,hot chip,made in the dark,51219790
10549,liam finn,i'll be lightning,1594929
10550,hey willpower,p.d.a.,70175
10554,opeth,the roundhouse tapes,2356151
10557,ghislain poirier,no ground under,255538
10559,luke temple,snowbeast,151144
10560,louis xiv,slick dogs and ponies,1574432
10561,chris walla,field manual,180635
10562,bottomless pit,hammer of the gods,59453
10563,songs of green pheasant,gyllyng street,139861
