reviewid,artist,url,p_score,best_new_music,author,author_type,pub_date,pub_weekday,pub_day,pub_month,pub_year,genre,album,year,m_critic_score,m_user_score,comment
21891,kristin kontrol,http://pitchfork.com/reviews/albums/21891-x-communicate/,7.5,0,cameron cook,contributor,2016-05-30,0,30,5,2016,pop/r&b,x-communicate,"May 27, 2016",72.0,7.3,
21922,olga bell,http://pitchfork.com/reviews/albums/21922-tempo/,7.9,0,philip sherburne,contributing editor,2016-05-30,0,30,5,2016,pop/r&b,tempo,"May 27, 2016",79.0,7.9,
21675,the hotelier,http://pitchfork.com/reviews/albums/21675-goodness/,8.0,0,jillian mapes,senior editor,2016-05-27,4,27,5,2016,rock,goodness,"May 27, 2016",85.0,7.8,
21948,wolf parade,http://pitchfork.com/reviews/albums/21948-ep-4/,7.0,0,ian cohen,contributor,2016-05-26,3,26,5,2016,rock,ep 4,"May 17, 2016",75.0,8.2,
21955,islands,http://pitchfork.com/reviews/albums/21955-tasteshould-i-remain-here-at-sea/,7.4,0,pat healy,contributor,2016-05-26,3,26,5,2016,rock,should i remain here at sea?,"May 13, 2016",76.0,8.4,
21892,ariana grande,http://pitchfork.com/reviews/albums/21892-dangerous-woman/,7.6,0,quinn moreland,assistant editor,2016-05-25,2,25,5,2016,pop/r&b,dangerous woman,"May 20, 2016",76.0,8.4,
21874,gold panda,http://pitchfork.com/reviews/albums/21874-good-luck-and-do-your-best/,7.4,0,kevin lozano,tracks coordinator,2016-05-25,2,25,5,2016,electronic,good luck and do your best,"May 27, 2016",79.0,8.0,
21939,bob dylan,http://pitchfork.com/reviews/albums/21939-fallen-angels/,6.4,0,winston cook-wilson,contributor,2016-05-23,0,23,5,2016,rock,fallen angels,"May 20, 2016",77.0,7.4,
21864,marissa nadler,http://pitchfork.com/reviews/albums/21864-strangers/,7.6,0,marcus j. moore,contributor,2016-05-21,5,21,5,2016,folk/country,strangers,"May 20, 2016",76.0,8.1,
21894,richard ashcroft,http://pitchfork.com/reviews/albums/21894-these-people/,5.1,0,stuart berman,contributor,2016-05-21,5,21,5,2016,rock,these people,"May 20, 2016",51.0,7.5,
21935,adia victoria,http://pitchfork.com/reviews/albums/21935-beyond-the-bloodhounds/,7.9,0,allison hussey,contributor,2016-05-21,5,21,5,2016,rock,beyond the bloodhounds,"May 13, 2016",82.0,7.5,
21673,car seat headrest,http://pitchfork.com/reviews/albums/21673-teens-of-denial/,8.5,1,jeremy gordon,contributor,2016-05-20,4,20,5,2016,rock,teens of denial,"May 20, 2016",86.0,8.3,
21865,oscar,http://pitchfork.com/reviews/albums/21865-cut-and-paste/,6.5,0,laura snapes,contributor,2016-05-19,3,19,5,2016,pop/r&b,cut and paste,"May 13, 2016",72.0,8.4,
21802,jessy lanza,http://pitchfork.com/reviews/albums/21802-oh-no/,7.9,0,kevin lozano,tracks coordinator,2016-05-18,2,18,5,2016,pop/r&b,oh no,"May 13, 2016",82.0,8.1,
21676,nothing,http://pitchfork.com/reviews/albums/21676-tired-of-tomorrow/,8.0,0,brandon stosuy,contributor,2016-05-18,2,18,5,2016,rock,tired of tomorrow,"May 13, 2016",73.0,8.8,
21911,jameszoo,http://pitchfork.com/reviews/albums/21911-fool/,6.9,0,benjamin scheim,contributor,2016-05-17,1,17,5,2016,electronic,fool,"May 13, 2016",80.0,7.6,
21677,modern baseball,http://pitchfork.com/reviews/albums/21677-holy-ghost/,7.7,0,ian cohen,contributor,2016-05-16,0,16,5,2016,rock,holy ghost,"May 13, 2016",81.0,7.8,
21818,kvelertak,http://pitchfork.com/reviews/albums/21818-nattesferd/,8.0,0,saby reyes-kulkarni,contributor,2016-05-16,0,16,5,2016,metal,nattesferd,"May 13, 2016",83.0,8.6,
21858,skepta,http://pitchfork.com/reviews/albums/21858-konnichiwa/,7.8,0,kevin lozano,tracks coordinator,2016-05-14,5,14,5,2016,rap,konnichiwa,"May 6, 2016",83.0,7.7,
21899,kaytranada,http://pitchfork.com/reviews/albums/21899-999/,8.0,0,jonah bromwich,contributor,2016-05-13,4,13,5,2016,pop/r&b,99.9%,"May 6, 2016",81.0,8.5,
21785,mark pritchard,http://pitchfork.com/reviews/albums/21785-under-the-sun/,7.6,0,philip sherburne,contributing editor,2016-05-13,4,13,5,2016,electronic,under the sun,"May 13, 2016",79.0,7.3,
21724,twin peaks,http://pitchfork.com/reviews/albums/21724-down-in-heaven/,7.2,0,stuart berman,contributor,2016-05-13,4,13,5,2016,rock,down in heaven,"May 13, 2016",74.0,6.9,
21907,radiohead,http://pitchfork.com/reviews/albums/21907-a-moon-shaped-pool/,9.1,1,jayson greene,senior editor,2016-05-11,2,11,5,2016,rock,a moon shaped pool,"May 8, 2016",88.0,8.8,
21888,luh,http://pitchfork.com/reviews/albums/21888-spiritual-songs-for-lovers-to-sing/,7.8,0,jazz monroe,associate staff writer,2016-05-11,2,11,5,2016,rock,spiritual songs for lovers to sing,"May 6, 2016",79.0,8.0,
21678,gregory porter,http://pitchfork.com/reviews/albums/21678-take-me-to-the-alley/,6.7,0,marcus j. moore,contributor,2016-05-11,2,11,5,2016,jazz,take me to the alley,"May 6, 2016",81.0,5.9,
21906,james blake,http://pitchfork.com/reviews/albums/21906-the-colour-in-anything/,8.2,1,kevin lozano,tracks coordinator,2016-05-10,1,10,5,2016,pop/r&b,the colour in anything,"May 5, 2016",78.0,8.5,
21782,julianna barwick,http://pitchfork.com/reviews/albums/21782-will/,8.2,0,philip sherburne ,contributing editor,2016-05-09,0,9,5,2016,electronic,will,"May 6, 2016",77.0,7.6,
21849,white lung,http://pitchfork.com/reviews/albums/21849-paradise/,8.4,1,laura snapes,contributor,2016-05-06,4,6,5,2016,rock,paradise,"May 6, 2016",79.0,7.9,
21687,aesop rock,http://pitchfork.com/reviews/albums/21687-the-impossible-kid/,8.2,0,sheldon pearce,associate staff writer,2016-05-04,2,4,5,2016,rap,the impossible kid,"Apr 29, 2016",85.0,8.6,
21851,operators,http://pitchfork.com/reviews/albums/21851-blue-wave/,7.5,0,pat healy,contributor,2016-05-04,2,4,5,2016,rock,blue wave,"Apr 1, 2016",76.0,7.8,
21836,drake,http://pitchfork.com/reviews/albums/21836-drake-views/,6.8,0,ryan dombal,senior editor,2016-05-02,0,2,5,2016,rap,views,"Apr 29, 2016",69.0,5.7,
21743,brian eno,http://pitchfork.com/reviews/albums/21743-the-ship/,8.0,0,benjamin scheim,contributor,2016-04-27,2,27,4,2016,experimental,the ship,"Apr 29, 2016",79.0,7.7,
21833,andy stott,http://pitchfork.com/reviews/albums/21833-too-many-voices/,7.1,0,andy beta,contributor,2016-04-25,0,25,4,2016,electronic,too many voices,"Apr 22, 2016",82.0,7.4,
21717,kyle craft,http://pitchfork.com/reviews/albums/21717-dolls-of-highland/,8.1,0,stuart berman,contributor,2016-04-25,0,25,4,2016,rock,dolls of highland,"Apr 29, 2016",79.0,7.6,
21744,plants and animals,http://pitchfork.com/reviews/albums/21744-plants-and-animals-waltzed-in-from-the-rumbling/,6.8,0,pat healy,contributor,2016-04-23,5,23,4,2016,rock,waltzed in from the rumbling,"Apr 29, 2016",69.0,7.6,
21808,guided by voices,http://pitchfork.com/reviews/albums/21808-please-be-honest/,5.9,0,john s.w. macdonald,contributor,2016-04-21,3,21,4,2016,rock,please be honest,"Apr 22, 2016",66.0,4.5,
21758,sturgill simpson,http://pitchfork.com/reviews/albums/21758-a-sailors-guide-to-earth/,8.0,0,corban goble,contributor,2016-04-19,1,19,4,2016,folk/country,a sailor's guide to earth,"Apr 15, 2016",86.0,8.1,
21681,kevin morby,http://pitchfork.com/reviews/albums/21681-singing-saw/,8.3,1,mark richardson,executive editor,2016-04-15,4,15,4,2016,rock,singing saw,"Apr 15, 2016",84.0,7.9,
21636,cate le bon,http://pitchfork.com/reviews/albums/21636-crab-day/,8.1,0,laura snapes,contributor,2016-04-15,4,15,4,2016,folk/country,crab day,"Apr 15, 2016",75.0,7.9,
21742,ben watt,http://pitchfork.com/reviews/albums/21742-fever-dream/,6.8,0,ron hart,contributor,2016-04-14,3,14,4,2016,rock,fever dream,"Apr 8, 2016",80.0,8.5,
21688,niki and the dove,http://pitchfork.com/reviews/albums/21688-everybodys-heart-is-broken-now/,7.8,0,laura snapes,contributor,2016-04-13,2,13,4,2016,pop/r&b,everybody's heart is broken now,"Apr 22, 2016",80.0,8.0,
21716,greys,http://pitchfork.com/reviews/albums/21716-outer-heaven/,7.8,0,stuart berman,contributor,2016-04-13,2,13,4,2016,rock,outer heaven,"Apr 22, 2016",83.0,6.4,
21562,kaitlyn aurelia smith,http://pitchfork.com/reviews/albums/21562-ears/,8.0,0,mark richardson,executive editor,2016-04-12,1,12,4,2016,experimental,ears,"Apr 1, 2016",82.0,7.4,
21770,gallant,http://pitchfork.com/reviews/albums/21770-ology/,7.5,0,marcus j. moore,contributor,2016-04-12,1,12,4,2016,pop/r&b,ology,"Apr 6, 2016",76.0,8.6,
21679,frightened rabbit,http://pitchfork.com/reviews/albums/21679-painting-of-a-panic-attack/,6.0,0,ian cohen,contributor,2016-04-11,0,11,4,2016,rock,painting of a panic attack,"Apr 8, 2016",70.0,7.6,
21597,parquet courts,http://pitchfork.com/reviews/albums/21597-human-performance/,8.4,1,jenn pelly,associate reviews editor,2016-04-08,4,8,4,2016,rock,human performance,"Apr 8, 2016",82.0,8.1,
21748,mogwai,http://pitchfork.com/reviews/albums/21748-atomic/,7.1,0,zoe camp,contributor,2016-04-08,4,8,4,2016,rock,atomic,"Jun 17, 2016",77.0,7.7,
21635,tim hecker,http://pitchfork.com/reviews/albums/21635-love-streams/,8.2,0,philip sherburne,contributing editor,2016-04-07,3,7,4,2016,experimental,love streams,"Apr 8, 2016",82.0,8.1,
21750,woods,http://pitchfork.com/reviews/albums/21750-city-sun-eater-in-the-river-of-light/,7.6,0,evan rytlewski,contributor,2016-04-07,3,7,4,2016,rock,city sun eater in the river of light,"Apr 8, 2016",79.0,8.5,
21766,ash koosha,http://pitchfork.com/reviews/albums/21766-i-aka-i/,7.5,0,andrew gaerig,contributor,2016-04-06,2,6,4,2016,electronic,i aka i,"Apr 15, 2016",79.0,7.1,
21751,andrew bird,http://pitchfork.com/reviews/albums/21751-are-you-serious/,7.2,0,stacey anderson,associate features editor,2016-04-06,2,6,4,2016,rock,are you serious,"Apr 1, 2016",77.0,7.6,
21596,the last shadow puppets,http://pitchfork.com/reviews/albums/21596-everything-youve-come-to-expect/,5.6,0,laura snapes,contributor,2016-04-05,1,5,4,2016,rock,everything you've come to expect,"Apr 1, 2016",70.0,8.0,
21747,autolux,http://pitchfork.com/reviews/albums/21747-pussys-dead/,7.2,0,ron hart,contributor,2016-04-05,1,5,4,2016,rock,pussy's dead,"Apr 1, 2016",73.0,7.6,
21776,bob mould,http://pitchfork.com/reviews/albums/21776-patch-the-sky/,7.0,0,t. cole rachel,contributor,2016-04-05,1,5,4,2016,rock,patch the sky,"Mar 25, 2016",83.0,7.4,
21576,pet shop boys,http://pitchfork.com/reviews/albums/21576-super/,6.9,0,chris randle,contributor,2016-04-04,0,4,4,2016,electronic,super,"Apr 1, 2016",75.0,7.5,
21765,frankie cosmos,http://pitchfork.com/reviews/albums/21765-next-thing/,8.5,1,kevin lozano,tracks coordinator,2016-04-01,4,1,4,2016,rock,next thing,"Apr 1, 2016",78.0,8.7,
21779,eric bachmann,http://pitchfork.com/reviews/albums/21779-eric-bachmann/,7.2,0,robert ham,contributor,2016-04-01,4,1,4,2016,rock,eric bachmann,"Mar 25, 2016",81.0,4.9,
21763,charles bradley,http://pitchfork.com/reviews/albums/21763-changes/,7.1,0,jay balfour,contributor,2016-03-31,3,31,3,2016,pop/r&b,changes,"Apr 1, 2016",80.0,7.7,
21595,black mountain,http://pitchfork.com/reviews/albums/21595-iv/,7.5,0,stuart berman,contributor,2016-03-31,3,31,3,2016,rock,iv,"Apr 1, 2016",75.0,7.9,
21593,weezer,http://pitchfork.com/reviews/albums/21593-weezer-white-album/,6.2,0,zoe camp,contributor,2016-03-30,2,30,3,2016,rock,weezer (white album),"Apr 1, 2016",71.0,8.4,
21551,bibio,http://pitchfork.com/reviews/albums/21551-a-mineral-love/,6.8,0,brian howe,contributor,2016-03-30,2,30,3,2016,electronic,a mineral love,"Apr 1, 2016",77.0,7.4,
21660,laura gibson,http://pitchfork.com/reviews/albums/21660-empire-builder/,7.7,0,marcus j. moore,contributor,2016-03-30,2,30,3,2016,folk/country,empire builder,"Apr 1, 2016",79.0,8.7,
21764,zayn,http://pitchfork.com/reviews/albums/21764-mind-of-mine/,5.9,0,brad nelson,contributor,2016-03-29,1,29,3,2016,pop/r&b,mind of mine,"Mar 25, 2016",69.0,7.7,
21629,japanese breakfast,http://pitchfork.com/reviews/albums/21629-psychopomp/,7.9,0,laura snapes,contributor,2016-03-29,1,29,3,2016,rock,psychopomp,"Apr 1, 2016",76.0,8.0,
21740,domo genesis,http://pitchfork.com/reviews/albums/21740-genesis/,7.2,0,sheldon pearce,associate staff writer,2016-03-28,0,28,3,2016,rap,genesis,"Mar 25, 2016",70.0,6.8,
21685,cobalt,http://pitchfork.com/reviews/albums/21685-cobalt-slow-forever/,8.4,0,grayson haver currin,contributor,2016-03-25,4,25,3,2016,metal,slow forever,"Mar 25, 2016",88.0,7.8,
21759,the thermals,http://pitchfork.com/reviews/albums/21759-we-disappear/,6.9,0,evan rytlewski,contributor,2016-03-24,3,24,3,2016,rock,we disappear,"Mar 25, 2016",74.0,7.3,
21745,margo price,http://pitchfork.com/reviews/albums/21745-midwest-farmers-daughter/,7.0,0,stephen m. deusner,contributor,2016-03-24,3,24,3,2016,folk/country,midwest farmer's daughter,"Mar 25, 2016",86.0,7.9,
21738,baauer,http://pitchfork.com/reviews/albums/21738-aa/,7.3,0,jonah bromwich,contributor,2016-03-23,2,23,3,2016,electronic,aa,"Mar 18, 2016",76.0,7.6,
21550,the joy formidable,http://pitchfork.com/reviews/albums/21550-hitch/,6.1,0,evan rytlewski,contributor,2016-03-22,1,22,3,2016,rock,hitch,"Mar 25, 2016",72.0,6.8,
21730,lucius,http://pitchfork.com/reviews/albums/21730-good-grief/,6.3,0,katherine st. asaph,contributor,2016-03-22,1,22,3,2016,pop/r&b,good grief,"Mar 11, 2016",70.0,7.0,
21692,the goon sax,http://pitchfork.com/reviews/albums/21692-up-to-anything/,7.0,0,maria sherman,contributor,2016-03-18,4,18,3,2016,rock,up to anything,"Mar 18, 2016",82.0,8.5,
21590,primal scream,http://pitchfork.com/reviews/albums/21590-chaosmosis/,6.0,0,stuart berman,contributor,2016-03-17,3,17,3,2016,rock,chaosmosis,"Mar 18, 2016",65.0,7.3,
21588,jeff buckley,http://pitchfork.com/reviews/albums/21588-you-and-i/,5.8,0,katherine st. asaph,contributor,2016-03-16,2,16,3,2016,rock,you and i,"Mar 11, 2016",58.0,6.5,
21549,flatbush zombies,http://pitchfork.com/reviews/albums/21549-3001-a-laced-odyssey/,7.2,0,kathy iandoli,contributor,2016-03-16,2,16,3,2016,rap,3001: a laced odyssey,"Mar 11, 2016",80.0,7.8,
21509,underworld,http://pitchfork.com/reviews/albums/21509-barbara-barbara-we-face-a-shining-future/,8.1,0,sean t. collins,contributor,2016-03-15,1,15,3,2016,electronic,"barbara barbara, we face a shining future","Mar 18, 2016",81.0,7.4,
21631,the body,http://pitchfork.com/reviews/albums/21631-no-one-deserves-happiness/,7.7,0,andy o'connor,contributor,2016-03-15,1,15,3,2016,metal,no one deserves happiness,"Mar 18, 2016",82.0,8.3,
21563,the range,http://pitchfork.com/reviews/albums/21563-potential/,8.0,0,mark richardson,executive editor,2016-03-11,4,11,3,2016,electronic,potential,"Mar 25, 2016",81.0,7.7,
21642,big ups,http://pitchfork.com/reviews/albums/21642-before-a-million-universes/,7.6,0,quinn moreland,assistant editor,2016-03-11,4,11,3,2016,rock,before a million universes,"Mar 4, 2016",76.0,7.6,
21555,fatima al qadiri,http://pitchfork.com/reviews/albums/21555-brute/,7.3,0,kevin lozano,tracks coordinator,2016-03-10,3,10,3,2016,electronic,brute,"Mar 18, 2016",73.0,7.8,
21651,wussy,http://pitchfork.com/reviews/albums/21651-forever-sounds/,6.9,0,jazz monroe,associate staff writer,2016-03-09,2,9,3,2016,rock,forever sounds,"Mar 4, 2016",79.0,6.3,
21705,kendrick lamar,http://pitchfork.com/reviews/albums/21705-untitled-unmastered/,8.6,1,kris ex ,contributor,2016-03-08,1,8,3,2016,rap,untitled unmastered.,"Mar 4, 2016",86.0,8.4,
21486,mothers,http://pitchfork.com/reviews/albums/21486-when-you-walk-a-long-distance-you-are-tired/,7.1,0,ilana kaplan,contributor,2016-03-08,1,8,3,2016,rock,when you walk a long distance you are tired,"Feb 26, 2016",79.0,8.0,
21527,anna meredith,http://pitchfork.com/reviews/albums/21527-varmints/,8.4,1,laura snapes,contributor,2016-03-07,0,7,3,2016,experimental,varmints,"Mar 4, 2016",84.0,7.7,
21561,loretta lynn,http://pitchfork.com/reviews/albums/21561-full-circle/,8.0,0,winston cook-wilson,contributor,2016-03-03,3,3,3,2016,folk/country,full circle,"Mar 4, 2016",84.0,7.5,
21574,violent femmes,http://pitchfork.com/reviews/albums/21574-we-can-do-anything/,4.6,0,douglas wolk,contributor,2016-03-03,3,3,3,2016,rock,we can do anything,"Mar 4, 2016",61.0,6.5,
21622,heron oblivion,http://pitchfork.com/reviews/albums/21622-heron-oblivion/,7.7,0,aaron leitko,contributor,2016-03-03,3,3,3,2016,folk/country,heron oblivion,"Mar 4, 2016",80.0,7.0,
21567,yuck,http://pitchfork.com/reviews/albums/21567-yuck-stranger-things/,5.2,0,evan rytlewski,contributor,2016-02-29,0,29,2,2016,rock,stranger things,"Feb 26, 2016",62.0,6.5,
21609,lucy dacus,http://pitchfork.com/reviews/albums/21609-no-burden/,7.8,0,brad nelson,contributor,2016-02-26,4,26,2,2016,rock,no burden,"Apr 1, 2016",79.0,7.7,
21453,pinkshinyultrablast,http://pitchfork.com/reviews/albums/21453-grandfeathered/,6.5,0,ian cohen,contributor,2016-02-26,4,26,2,2016,rock,grandfeathered,"Feb 26, 2016",77.0,7.8,
21412,the 1975,http://pitchfork.com/reviews/albums/21412-i-like-it-when-you-sleep-for-you-are-so-beautiful-yet-so-unaware-of-it/,6.5,0,laura snapes,contributor,2016-02-25,3,25,2,2016,rock,"i like it when you sleep, for you are so beautiful yet so unaware of it","Feb 26, 2016",75.0,8.0,
21544,bj the chicago kid,http://pitchfork.com/reviews/albums/21544-in-my-mind/,7.6,0,abigail covington,contributor,2016-02-25,3,25,2,2016,rap,in my mind,"Feb 19, 2016",84.0,7.3,
21466,teen,http://pitchfork.com/reviews/albums/21466-love-yes/,6.8,0,jes skolnik,contributor,2016-02-22,0,22,2,2016,pop/r&b,love yes,"Feb 19, 2016",75.0,7.5,
21571,venetian snares,http://pitchfork.com/reviews/albums/21571-traditional-synthesizer-music/,7.4,0,louis pattison,contributor,2016-02-22,0,22,2,2016,electronic,traditional synthesizer music,"Feb 19, 2016",76.0,7.7,
21523,ra ra riot,http://pitchfork.com/reviews/albums/21523-need-your-light/,6.8,0,quinn moreland,assistant editor,2016-02-19,4,19,2,2016,rock,need your light,"Feb 19, 2016",69.0,7.4,
21599,wild nothing,http://pitchfork.com/reviews/albums/21599-life-of-pause/,6.5,0,quinn moreland,assistant editor,2016-02-18,3,18,2,2016,rock,life of pause,"Feb 19, 2016",74.0,7.8,
21017,matmos,http://pitchfork.com/reviews/albums/21017-ultimate-care-ii/,7.8,0,chris randle,contributor,2016-02-18,3,18,2,2016,experimental,ultimate care ii,"Feb 19, 2016",76.0,7.6,
21568,mavis staples,http://pitchfork.com/reviews/albums/21568-livin-on-a-high-note/,7.4,0,stephen m. deusner,contributor,2016-02-18,3,18,2,2016,pop/r&b,livin' on a high note,"Feb 19, 2016",76.0,6.5,
21495,jack garratt,http://pitchfork.com/reviews/albums/21495-phase/,5.6,0,laura snapes,contributor,2016-02-18,3,18,2,2016,rock,phase,"Feb 19, 2016",64.0,7.3,
21580,moodymann,http://pitchfork.com/reviews/albums/21580-dj-kicks/,8.4,1,andy beta,contributor,2016-02-17,2,17,2,2016,electronic,dj-kicks,"Feb 19, 2016",83.0,7.6,
21542,kanye west,http://pitchfork.com/reviews/albums/21542-the-life-of-pablo/,9.0,1,jayson greene,senior editor,2016-02-15,0,15,2,2016,rap,the life of pablo,"Feb 13, 2016",75.0,7.8,
21565,wiz khalifa,http://pitchfork.com/reviews/albums/21565-wiz-khalifa-khalifa/,5.1,0,kathy iandoli,contributor,2016-02-12,4,12,2,2016,rap,khalifa,"Feb 5, 2016",56.0,5.0,
21578,future,http://pitchfork.com/reviews/albums/21578-evol/,7.3,0,matthew ramirez,contributor,2016-02-11,3,11,2,2016,rap,evol,"Feb 6, 2016",68.0,6.0,
21468,lissie,http://pitchfork.com/reviews/albums/21468-my-wild-west/,5.8,0,katherine st. asaph,contributor,2016-02-11,3,11,2,2016,pop/r&b,my wild west,"Feb 12, 2016",73.0,8.1,
21507,pinegrove,http://pitchfork.com/reviews/albums/21507-cardinal/,8.0,0,ian cohen,contributor,2016-02-10,2,10,2,2016,rock,cardinal,"Feb 12, 2016",84.0,8.1,
21511,school of seven bells,http://pitchfork.com/reviews/albums/21511-sviib/,8.1,0,katherine st. asaph,contributor,2016-02-09,1,9,2,2016,rock,sviib,"Feb 26, 2016",83.0,7.7,
21530,nonkeen,http://pitchfork.com/reviews/albums/21530-the-gamble/,7.5,0,winston cook-wilson,contributor,2016-02-09,1,9,2,2016,electronic,the gamble,"Feb 5, 2016",75.0,8.5,
21463,gogo penguin,http://pitchfork.com/reviews/albums/21463-man-made-object/,7.5,0,marcus j. moore,contributor,2016-02-09,1,9,2,2016,jazz,man made object,"Feb 5, 2016",72.0,8.4,
21521,foxes,http://pitchfork.com/reviews/albums/21521-all-i-need/,4.9,0,sarah sahim,contributor,2016-02-09,1,9,2,2016,pop/r&b,all i need,"Feb 5, 2016",67.0,8.4,
21514,porches,http://pitchfork.com/reviews/albums/21514-pool/,8.3,1,jeremy gordon,contributor,2016-02-08,0,8,2,2016,rock,pool,"Feb 5, 2016",75.0,7.8,
21451,nap eyes,http://pitchfork.com/reviews/albums/21451-thought-rock-fish-scale/,8.0,0,stuart berman,contributor,2016-02-05,4,5,2,2016,rock,thought rock fish scale,"Feb 5, 2016",74.0,6.8,
21287,kevin gates,http://pitchfork.com/reviews/albums/21287-islah/,8.5,1,jayson greene,senior editor,2016-02-04,3,4,2,2016,rap,islah,"Jan 29, 2016",81.0,8.2,
21502,charlie puth,http://pitchfork.com/reviews/albums/21502-nine-track-mind/,2.5,0,jia tolentino,contributor,2016-02-03,2,3,2,2016,pop/r&b,nine track mind,"Jan 29, 2016",37.0,4.6,
